,Title,Year,Rating,Vote,Metascore,Budget,Certificate,Runtime,Genre,Overview,Artist,Director
83,Thor,(2011),7.0,"870,390",57        ,$181.03M,PG-13,115 min,"Action, Fantasy","
The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.","['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman', 'Tom Hiddleston']",Kenneth Branagh
84,Captain America: The Winter Soldier,(2014),7.8,"868,128",70        ,$259.77M,PG-13,136 min,"Action, Adventure, Sci-Fi","
As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson', 'Robert Redford']",Joe Russo; Anthony Russo
85,Scarface,(1983),8.3,"867,765",65        ,$45.60M,R,170 min,"Crime, Drama","
In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio']",Brian De Palma
86,Taxi Driver,(1976),8.2,"866,055",94        ,$28.26M,R,114 min,"Crime, Drama","
A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Albert Brooks']",Martin Scorsese
87,Captain America: The First Avenger,(2011),6.9,"866,017",66        ,$176.65M,PG-13,124 min,"Action, Adventure, Sci-Fi","
Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.","['Chris Evans', 'Hugo Weaving', 'Samuel L. Jackson', 'Hayley Atwell']",Joe Johnston
88,Requiem for a Dream,(2000),8.3,"862,863",71        ,$3.64M,R,102 min,Drama,"
The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.","['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']",Darren Aronofsky
89,Slumdog Millionaire,(2008),8.0,"859,281",84        ,$141.32M,R,120 min,"Crime, Drama, Romance","
A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","['Dev Patel', 'Freida Pinto', 'Saurabh Shukla', 'Anil Kapoor']",Loveleen Tandan; Danny Boyle
90,Parasite,(2019),8.5,"858,027",96        ,$53.37M,R,132 min,"Drama, Thriller","
Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.","['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik']",Bong Joon Ho
91,The Pianist,(2002),8.5,"857,900",85        ,$32.57M,R,150 min,"Biography, Drama, Music","
A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']",Roman Polanski
92,Toy Story 3,(2010),8.3,"856,638",92        ,$415.00M,G,103 min,"Animation, Adventure, Comedy","
The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty']",Lee Unkrich
93,A Clockwork Orange,(1971),8.3,"849,046",77        ,$6.21M,R,136 min,"Crime, Sci-Fi","
In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke']",Stanley Kubrick
94,The Hobbit: An Unexpected Journey,(2012),7.8,"844,857",58        ,$303.00M,PG-13,169 min,"Adventure, Fantasy","
A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.","['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']",Peter Jackson
95,Gravity,(2013),7.7,"841,405",96        ,$274.09M,PG-13,91 min,"Drama, Sci-Fi, Thriller","
Two astronauts work together to survive after an accident leaves them stranded in space.","['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']",Alfonso Cuarón
96,The Grand Budapest Hotel,(2014),8.1,"840,481",88        ,$59.10M,R,99 min,"Adventure, Comedy, Crime","
A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody']",Wes Anderson
97,Spider-Man,(2002),7.4,"840,423",73        ,$403.71M,PG-13,121 min,"Action, Adventure, Sci-Fi","
After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.","['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']",Sam Raimi
98,Iron Man 2,(2010),6.9,"838,243",57        ,$312.43M,PG-13,124 min,"Action, Sci-Fi","
With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.","['Robert Downey Jr.', 'Mickey Rourke', 'Gwyneth Paltrow', 'Don Cheadle']",Jon Favreau
99,300,(2006),7.6,"837,472",52        ,$210.61M,R,117 min,"Action, Drama","
King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.","['Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West']",Zack Snyder
100,The Big Lebowski,(1998),8.1,"828,253",71        ,$17.50M,R,117 min,"Comedy, Crime","
Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi']",Ethan Coen; Joel Coen
101,Star Wars: Episode I - The Phantom Menace,(1999),6.5,"825,988",51        ,$474.54M,PG,136 min,"Action, Adventure, Fantasy","
Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.","['Ewan McGregor', 'Liam Neeson', 'Natalie Portman', 'Jake Lloyd']",George Lucas
102,Donnie Darko,(2001),8.0,"820,526",88        ,$1.48M,R,113 min,"Drama, Mystery, Sci-Fi","
After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.","['Jake Gyllenhaal', 'Jena Malone', 'Mary McDonnell', 'Holmes Osborne']",Richard Kelly
103,12 Angry Men,(1957),9.0,"814,738",97        ,$4.36M,Approved,96 min,"Crime, Drama","
The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.","['Henry Fonda', 'Lee J. Cobb', 'Martin Balsam', 'John Fiedler']",Sidney Lumet
104,Captain America: Civil War,(2016),7.8,"813,404",75        ,$408.08M,PG-13,147 min,"Action, Sci-Fi","
Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan']",Joe Russo; Anthony Russo
105,Star Wars: Episode III - Revenge of the Sith,(2005),7.6,"813,144",68        ,$380.26M,PG-13,140 min,"Action, Adventure, Fantasy","
Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.","['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor', 'Samuel L. Jackson']",George Lucas
106,Harry Potter and the Sorcerer's Stone,(2001),7.6,"811,096",65        ,$317.58M,PG,152 min,"Adventure, Family, Fantasy","
An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","['Daniel Radcliffe', 'Rupert Grint', 'Richard Harris', 'Maggie Smith']",Chris Columbus
107,The Hangover,(2009),7.7,"809,236",73        ,$277.32M,R,100 min,Comedy,"
Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.","['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms']",Todd Phillips
108,Black Panther,(2018),7.3,"803,423",88        ,$700.06M,PG-13,134 min,"Action, Adventure, Sci-Fi","
T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira']",Ryan Coogler
109,Spider-Man: No Way Home,(2021),8.2,"801,425",71        ,$804.75M,PG-13,148 min,"Action, Adventure, Fantasy","
With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon']",Jon Watts
110,Spirited Away,(2001),8.6,"791,926",96        ,$10.06M,PG,125 min,"Animation, Adventure, Family","
During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.","['Daveigh Chase', 'Suzanne Pleshette', 'Miyu Irino', 'Rumi Hiiragi']",Hayao Miyazaki
111,Gran Torino,(2008),8.1,"790,486",72        ,$148.10M,R,116 min,Drama,"
After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.","['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her']",Clint Eastwood
112,The Imitation Game,(2014),8.0,"790,075",71        ,$91.13M,PG-13,114 min,"Biography, Drama, Thriller","
During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Allen Leech']",Morten Tyldum
113,Black Swan,(2010),8.0,"789,930",79        ,$106.95M,R,108 min,"Drama, Thriller","
Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Winona Ryder']",Darren Aronofsky
114,Logan,(2017),8.1,"789,260",77        ,$226.28M,R,137 min,"Action, Drama, Sci-Fi","
In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook']",James Mangold
115,Blade Runner,(1982),8.1,"789,186",84        ,$32.87M,R,117 min,"Action, Drama, Sci-Fi","
A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.","['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos']",Ridley Scott
116,Man of Steel,(2013),7.1,"787,164",55        ,$291.05M,PG-13,143 min,"Action, Adventure, Sci-Fi","
An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.","['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Diane Lane']",Zack Snyder
117,I Am Legend,(2007),7.2,"781,002",65        ,$256.39M,PG-13,101 min,"Action, Drama, Horror","
Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.","['Will Smith', 'Alice Braga', 'Charlie Tahan', 'Salli Richardson-Whitfield']",Francis Lawrence
118,Once Upon a Time in Hollywood,(2019),7.6,"780,045",83        ,$142.50M,R,161 min,"Comedy, Drama","
A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.","['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch']",Quentin Tarantino
119,Sin City,(2005),8.0,"779,714",74        ,$74.10M,R,124 min,"Crime, Thriller","
An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.","['Robert Rodriguez', 'Mickey Rourke', 'Clive Owen', 'Bruce Willis', 'Jessica Alba']",Quentin Tarantino; Frank Miller
120,"The Good, the Bad and the Ugly",(1966),8.8,"778,484",90        ,$6.10M,Approved,178 min,"Adventure, Western","
A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.","['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè']",Sergio Leone
121,Thor: Ragnarok,(2017),7.9,"778,021",74        ,$315.06M,PG-13,130 min,"Action, Adventure, Comedy","
Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Mark Ruffalo']",Taika Waititi
122,Kill Bill: Vol. 2,(2004),8.0,"774,957",83        ,$66.21M,R,137 min,"Action, Crime, Thriller","
The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","['Uma Thurman', 'David Carradine', 'Michael Madsen', 'Daryl Hannah']",Quentin Tarantino
123,Indiana Jones and the Last Crusade,(1989),8.2,"772,870",65        ,$197.17M,PG-13,127 min,"Action, Adventure","
In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.","['Harrison Ford', 'Sean Connery', 'Alison Doody', 'Denholm Elliott']",Steven Spielberg
124,City of God,(2002),8.6,"771,993",79        ,$7.56M,R,130 min,"Crime, Drama","
In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","['Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele', 'Phellipe Haagensen']",Kátia Lund; Fernando Meirelles
125,Amélie,(2001),8.3,"770,479",69        ,$33.23M,R,122 min,"Comedy, Romance","
Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.","['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']",Jean-Pierre Jeunet
126,Ratatouille,(2007),8.1,"768,679",96        ,$206.45M,G,111 min,"Animation, Adventure, Comedy","
A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.","['Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm']",Jan Pinkava; Brad Bird
127,Doctor Strange,(2016),7.5,"767,348",72        ,$232.64M,PG-13,115 min,"Action, Adventure, Fantasy","
While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong']",Scott Derrickson
